,crowd,text
10649,1,"High profits? WTF are you smoking.
"
10651,1,"Well, the kids are voting with their emotions rather than intelligence and logic. Well done! You're raising emotional idiots.
"
10656,1,"When you try to insult someone try to use proper english.  And Manhattan had been under water a few times. It's only going to get worse. Miami is having the same problems.  If you stopped cramming alt-right blogs into your mind all day you might find the world isn't run by some liberal conspiracy. And everyone you encounter who isn't proudly ignorant like you isn't a liberal.
"
10660,1,"Lazy, freeloading parasites of society are leading this country into an abyss we will  never recover from. Just look at the Alaska State Trooper TV reality show where many of the citizens stay stoned drunk all day and night instead of working for a living.
"
10705,1,"this cesspool of hypocrisy chicken little has just thrown his hat into the ring for the conservative leadership eh?  stock up on barf bags, folks.  meet our combined version of the narcissistic psycho's, robber frod and dumb old chump.
"
10718,1,"Because it clearly shows he is a bigot, racist and misogynist and therefore will not be objective which is what a judge is supposed to be vs subjective.
"
10735,1,"Agreed, you are that ignorant.  You've lived off the public teat your whole life haven't you?
"
10740,1,"Canada has nothing innovative to offer to the world. We are becoming more like third world country if not even fourth unable to think, be productive and create innovation. Our """"rulers"""" are focusing on making our country totally irrelevant by bringing unskilled and uneducated immigrants to accelerate our transformation into 3rd world country faster. There is no longterm plan how to make Canada powerhouse, but all of government actions are leading us into totally opposite direction: Country of Losers and Abusers.
"
10749,1,"Can't blame Facebook for what dummies and ignoprant milk-people re-post and believe, it's just a communication tool.  US voters, and probably many Canadians, are like herding cows to the slaughterhouse.
"
10750,1,"So, big deal, why does that matter how she got a start in politics, and what has that got to do with this column or her job as premier?  maybe 1 day you might wanna get up off your fat behind and actually give something bad, instead of complaining like a little girl all the time.
"
10757,1,"Trump is a laughingstock - a failed, unfit, incompetent juvenile, stuck in a 71 year old body.
"
10768,1,"Feeling sick without saying something stupid?
"
10769,1,"my god canada's version of safe spaces??  lunatic lefties need to grow up
"
10802,1,"They were fired ... Sylvia is a moron.
"
10808,1,"The Planned Parenthood Motto: We like to kill at a very young age!
"
10811,1,"""""It appears Motsoeneng’s time is up.""""  And about damn time.  Its a sad reflection on us as a country that this saga has dragged on for so long and that such an (probably insane) individual could hold such a position for so long
"
10835,1,"Yet P.A. citizens keeps voting in the same political party giving the same idiotic results over and over again. Year after year of spending """"your"""" money badly form one end of town to other, and from one issue like joke wind turbines, to serious issue like homeless drunk and meth heads running a muck.
"
10887,1,"ETHICS ARE FOR LOOSERS AND LIBTARDS! All caps?  Check Misspelled?  Check Made-up word?  Check Should I add more spittle?
"
10893,1,"By keep score you are officially a racist and quite possibly a white supremacist. Liberals expect you to keep paying your taxes and not keep track of the money.
"
10907,1,"The world is tired of getting in between muslim cat fights.  The fighting will stop when one side of the cult is wiped out. Then they will turn their full attention to the infidel.
"
10914,1,"Too much juvenile acting up here, there's at least one killer loose in a nice town.  Have a little mercy if you can find it.  People have died.  Families are heartbroken.  Try to help the cops,  if you can't help, shut up.
"
10926,1,"If a dog jumped in my lap, while I was on my phone and driving my car,  spilling hot tea on me, my first thought would not be, darn you Starbucks employee.
"
10944,1,"I’m afraid Special Counselor Mueller is going to pop that sorry, pu**y grabbin, liars a**.  Enjoy the the ride trumpers, lol
"
10956,1,"stupid is letting some one  develop our resources, and paying them to do it. and they make all the profit. stupid is is stupid does. lets keep giving our resources away, STUPID
"
10958,1,"How would you react if another province was bent on destroying everything you hold dear? BC is most affected by climate change and rising sea levels, not AB. Give your head a shake.
"
10994,1,"your full of it loser, harris took the 10 bill deficits from rae to 4 years of balanced books all while the federal libs were slashing transfers by the billions to ontario, and in that cut income taxes and a net increase in new private sector jobs came to ontario, over 800,000 of them! its ignorance like yours that is a nightmare
"
11043,1,"That's right. They are not normal. And I am starting from the premise that they are ABNORMAL. Proceed wth the typical racist, bigot, sexist rubbish. Thanks!
"
11057,1,"And some how you believe that YOU matter to the democrat political establishment? LOL... Anyone I repeat ANYONE who is stupid enough democrat or republican to believe that they matter to the political establishment beyond giving their occasional slave vote and buying into their bull feather of promises gets what they voted for which is about 99.9% cow dung.
"
11074,1,"true but it was a solid effort, Ferris State didn't do themselves alot of favors with all the stupid penalties
"
11086,1,"hey loser lib,  you are the typical sheep of stupid, , its not the provinces job to manage federal taxes, justin should be keeping his bs out of the province, and as wall understands let them keep those taxes from being taken in the first place, cause they will loose millions a year in a wasted bureaucracy ,, things you lunatic lefties love that waste our money
"
11087,1,"stupid is the word most appropriate.
"
11094,1,"Don't worry, the albatrosses will hang around his neck forever! They have their own ways of seeking revenge! He should be made to read the Rime of the Ancient Mariner, over and over again! He will get a lesson in karma such as will affect him and his progeny for generations! People from Punahou grow up with a sense of privilege and entitlement, but karma will get them and their families for all the wring they do to animals and humans!
"
11105,1,"This young man is an Absolutely disgusting example of humanity.
"
11117,1,"Il Duce Trump, the pathological liar, claims all others are lying.  What a concept!
"
11129,1,"Time for the crazy people of Alaska to get even more stir crazy and angry with cabin fever.
"
11141,1,"It's just an effort by Trudeau to try and hide his stupid blunder! This issue should be kept on the burners until the next election.
"
11163,1,"War criminals?..  Leftist rubbish from a sore loser leftists....GWB was right....tsorry your girlfriend had her corrupt keester handed to her
"
11183,1,"Only a liberal mind like that from Steinhem can balance her 60's feminism with the cultural misogyny being imported into her country under the banner of anti-racism, and profess her liberal acceptance of it. Hey, all it took was a few smooth-talking, charismatic, handsome (but stupid) liberal males like Obama or Trudeau and women like Steinhem instantly swoon and throw their liberal feminist logic into a fatal tailspin of blatant contradiction.
"
11187,1,"Don't worry white people. You will be kept around, after all we need someone to pay taxes.
"
11204,1,"One less Mexican to worry about.   Sarc..  Things will work out because Trump holds the deck of cards.
"
11226,1,"Hey, why was my comment removed?  I was simply reporting that the moth named after Trump has a small John Henry.  Or can I not use the word 'penis'? (Wonder if this will be depleted? Still figuring out the words that we can use and not use.)
"
11241,1,"What an idiot- the entire transaction is idiotic (and criminal) thinking she would not get caught- wow~~ She will get 5 years probation-
"
11245,1,"If it's that easy, give it a try. We'd all be suckers not to, right?
"
11265,1,"Trash.
"
11272,1,"If this were Germany, would you also be a holocaust denier? As the role of the Soviets in the run up to the election compounds, and the evidence is documented and corroborated... a demagogues only option is to keep stirring the myth he is inventing of himself. Victory tour? a demagogue feeds on applause. Notice how he has humiliated publicly each of this Republican opponents. Naming Rick Perry to Secretary of Energy and every report replays his ignorance and incompetence - while Perry preens with pride! A demagogue uses humiliation to vanquish -- render incapable of recovery. Such it is for the methods of a demagogue. The seven deadly sins... a tool box.
"
11274,1,"She is back?  Gaa when will this woman shut up!
"
11281,1,"..troll..
"
11333,1,"aa the usual made up lies and bs accusations by the hate of the left wing
"
11346,1,"Um, this """"christian"""" conference isn't a debate forum. It rather seems to be a pep-rally for hatred.  Just sayin' ...
"
11357,1,"chinese drivers are a real problem....not sure how they got their licence.  careless, negligent and no one seems to care. a real mess.
"
11368,1,"I have read that 90% of ISIS victims are muslims.  Perhaps muslims should focus on the threat that has claimed the highest number of muslim lives.
"
11383,1,"Sir, you are misinformed.  Your deep red Drumph is part of the problem.  Why👎trump is a spoiled little rich kid who's daddy gave him a handout of a million bucks aka """"free s**t"""" Just for him to bankrupt 4 times even though he was outsourcing to China where child laborers made his clothing for pennies.  Pshh caught in lies and flip flopping already.  He's not paying for his campaign alone we all are paying for it.  When he bankrupted 4 times and couldn't pay his debt, aka cheat the system through loopholes we the taxpayers bailed out the banks who forgave his debt.   Think about it and consider voting for honesty and integrity with BERNIE   https://youtu.be/RU3NKvvxcSs
"
11389,1,"Vector said: """"Kalaheo, as a consistent liar and distortionist, you are pathetic""""  So you're denying that you accused me of baseless and awful things and got a bunch of your comments pulled? Because we both know you did.  I notice that whenever you get exposed, you just start throwing insults.
"
11409,1,"Appears to me, this idiot cut his wrists!
"
11413,1,"Jimmee: """"Venza is just plain ugly""""  It depends if you call your Ford F-150 pretty.
"
11422,1,"White women, a group Wente belongs to, voted overwhelmingly for Trump. Despite what we know about the ignorant sexist (2 out of ten) pig Trump, white women put him where he is. Wente's tone is too """"superior"""" as usual, for my taste.
"
11426,1,"Yes, really, really tough.  Boo freakin' hoo about Your Js coughing up a hairball again this season.  Sooooo very saaaaaaaaadddddd !!!!
"
11441,1,"Thank you for your continuing advocacy for Alaska's kids, and for exposing the hypocrisy and lies of Dunleavy, Kelly and MacKinnon.  I am astounded that MacKinnon was actually a former director of STAR, because she certainly isn't behaving as an advocate for the abused.  I am glad Dunleavy was not able to tank Bree's Law, but he is back at it trying to keep kids from getting sex ed in public schools, going so far as to try to strip doctors and teachers of their licenses if they allow Planned Parenthood employees, affiliates or volunteers to discuss such topics in the schools.  2 bills are plowing through the House and Senate that do just that.  It is not time to be complacent and think that the fight is over.
"
11442,1,"Again, please tell us where this is in our Constitution.  You can't dummy. You mouth gas is out of control on this one splash back
"
11447,1,"or the gluttony of a certain political party with it's helmsman's head up a certain family's ass
"
11463,1,"Talk is cheap. Cut the damn state budget like you campaigned on. 16% what joke Then you have the nerve to cancel a picnic after you raid the pfd. Good thing you have no intention on reelection William
"
11475,1,"Stop engaging the mental midget already, Keolu! The more we ignore this shill/moron the faster he'll shrivel up...
"
11493,1,"Canada is resilient and we have survived many idiot governments in the past: Chretien and Martin, Mulroney. We will survive Justin. BTW if Harper had a personality and nice hair he'd still be PM.
"
11505,1,"This carelessness with our budget is unacceptable for an OMB director who pockets nearly $200,000/yr in salary alone. What else has she screwed up that we don't know about? She needs to fired for poor performance.  (ANOTHER Bill WALKER LIE - Walker hired Pitney at a salary of $20,000 MORE than the person she replaced - even though he promised everyone only a few weeks before her hire that he'd rein in high state salaries.)  The Walker/Mallott/Whitaker administration is inept, untrustworthy and incompetent with no accountability measures in place. They will bleed Alaska's coffers dry as they feather their and their buddies' pockets...and Walker continues to churn out lies.
"
11521,1,"This can't be terrorism;  the shooter isn't brown!
"
11548,1,"And you were doing so well explaining your side and than, damn you had to bring out the race card and with that you LOSE!! Better luck next time!
"
11549,1,"Radical leftists shut down free speech. What else is new. The radical socialist crowd (the majority of university students, faculty) now only wants to hear one thing, their worldview, and if it's anything else, violence is increasingly becoming the answer. Look at the the assault on Gunn Reid, look at this nonsense.  You've got crazies in the White House and a militant band of radical extremists on the other side violently reacting. What a mess.
"
11555,1,"Here's your great negotiator.  He's a simpering wimp.
"
11559,1,"Shoot and ask questions later.
"
11560,1,"Definitely a Trump Rump Wrangler, with a small white manhood, what a douche.  Move back to Alabama you hick.
"
11567,1,"Where does the money come from to pay for a GAI?  It's a ridiculous Socialist idea that the SJW's and other layabout activists love.  It is NOT a positive solution.
"
11572,1,"That we are as much in need of salvation as the gay guys.  Romans 2.
"
11581,1,"Let's hope that those that will loose are the same imbeciles that voted for Trump and believed what he promised
"
11582,1,"Absolutely pathetic.
"
11594,1,"That comment maker is a known fool
"
11607,1,"Honestly, I hope she wins. I know first hand the attitude many police officers have in regards to sexual assault, and its disgusting. Women find it hard enough to come forward, but when they muster the courage, they get treated like shit and victimized all over again.
"
11615,1,"When they start making solar powered military aircraft let me know. There is little gain in energy by using something that is unreliable not to mention the immense amount of silver required to build them. Go sell your crazy crap somewhere else.
"
11616,1,"So you believe the President is """"nuts""""? So I wonder how you characterize yourself. Let us know, should be very revealing.
"
11631,1,"Paddock is Part of Trump's infamous base of hatred and stupidity. We will all be fortunate to amke it out alive of Trump's Amerika.
"
11632,1,"Yeah yeah - all government is corrupt.  Not like those shiny, honest banks in the private sector.
"
11639,1,"Well, there actually is a fix for """"stupid"""". Unfortunately the only fix available for """"stupid"""" isn't legal -- yet. :-)  But I really need to talk to Darwin about that theory of his, apparently the gene-pool-cleaners have been shirking in their duties in ridding the human-gene-pool of all its disasters. I say we remove all guard-rails and warning-labels from everything for a few generations. That should bring things back in balance somewhat.
"
11650,1,"and yet she believes in the ridiculous global warming theory.
"
11652,1,"No Denise, tuning to the all the garbage out there and fake news is actually good for you.  You can certainly take my place.  P.S.  What is Twitter?
"
11692,1," Trump is truly and simply unfit for office.  He's a traitorous and treasonous con man.  . He's a fraudulent belligerent buffoon headed to his own impeachment. .  Resist Trump.  Resist Trumpism. .
"
11704,1,"You have to be a total bootlicker, willing to check your brain in a drawer somewhere and think and do what you are told no matter how stupid. It helps to be rich and have right-wing Taliban morality i.e., very flexible.
"
11712,1,"It is to be hoped that KPMG, as an experienced, highly sophisticated organization, has all the documents it needs to expose the crooked players in government, and does not hesitate to put them in the public domain. If they do, it could prove to be even more explosive than the Guptaleaks themselves.
"
11740,1,"All 17 were terrible. Trump being the worst. He won the contest. Democrats too, terrible candidates.
"
11741,1,"I thought the """"Native"""" bumperstickers were displayed by Native Americans. Then I learned it's just a bunch of subsidy-scrubbing white brats. Obsessed with Local Fame. Colorado is one state in the USA. We can move where we want as citizens. Why be so proud of being an isolationist prick?  Do you enjoy inbreeding? Guess what, Federal taxes paid for your roads and electrical systems. STFU and get over yourselves Hippy Scrubs. Stay positive! *middle finger*
"
11774,1,"Hello world, wake up, this whole piece and this mentality is completely stupid. You cannot kill babies with chemical weapons but by god you can bomb them or shoot them with bullets, starve them. Go ahead kill people but not that way it runs up against our human guilt.
"
11789,1,"Havoc? I drove the 401 and 400 this morning to work. Drive smartly and you'll be fine. Drive like an idiot like most people do when conditions aren't """"perfect"""" and you'll encounter havoc.
"
11795,1,"Trump is right. Let's hope this move prevents the USAs form becoming like France, where Salafist mosques are popping like mushrooms and hate against western values taught to millions of muslim kids.
"
11803,1,"Mental health is certainly a serious topic...but I have to agree that we are over coddling our younger generation and its getting worse and worse. I was listening to new radio yesterday and a lady was diagnosed at 4 with anxiety disorders, etc. etc. about 3 different mental ailments....wth? Seems like psyco-babble nonsense to me.
"
11811,1,"Broncos if you do anything other than stand (individually w/out arms locked together) and fail to put your hands over your hearts I'll never watch you again. And help may form a group to picket your choice to support such a bad display of anti-Americanism. You'd do well to watch these two YouTuber's [all are non-white] that all point out the hypocrisy and wrongness of the way you guys are protesting the way liberals do it:  https://youtu.be/jFhborYfWsY [Brandon Tatum -a black police officer]; https://youtu.be/lwfvRbAK2IM [David Harris - black American]; https://youtu.be/mnPEBoM0lps [Peggy - black American]; https://youtu.be/z634hlt8b9o [black veteran and discendent of slaves/sharecroppers]; https://youtu.be/qNfn1eWbln0 [black American male]; https://youtu.be/0K7-_qcaHXE [Judge Jeannie]; https://youtu.be/oZJKrIC63Gs [Ben Shapiro - orthodox Jew]; https://youtu.be/S6E1a2CsnJQ [Ben Shapiro nails NFL], etc.  Watch further video's from the above!
"
11821,1,"Er,  make that Drumpf, the heir to the Yukon territory bordello fortune, earned on the backs of the women forced by circumstance to work for grandpa p**** grabber.
"
11828,1,"Yes, we can clearly and unequivocally state that Hillary would have been no where near the failure of a mess that trump is.  If you can't see the difference between the two, after all this, I take it back. You can be that ignorant, evidently.
"
11829,1,"You and Green Piece and were meant for each other.  Them a bunch of eco-terrorists that lost their relevance decades ago, and you as the naive ill-informed carrion they bloat upon...
"
11880,1,"Wanna clean Alaska up of all the low life, her's how to accomplish getting them out.  This will save the state millions if not billions of dollars. Our government leaders feed us pork on a daily basics when it comes to drug control, they cause our DEA to chase its tail with no end in sight. We are loosing our kids to Herion, Meth, Crack and other dagerious drugs. If our government was serious we'd have the death sentence for the terrorist from other country's and ours caught bringing hard drugs to kill/murder. Problem is our government is all talk no backbone to do what's right to save our country from this form of terroisum. Alaska could become the first state to hand out the Death Sentence to anyone bringing hard narcotics into our state, cut off the supply and the no hopers will leave. Crime will come down because the no hopers would move to a state that has lost control and puts up with hard narcotics.  Drug dealers are Murders they deserve the death sentence!!!
"
11881,1,"You're such a delicious fool Donald, calling advisaries by derogatory names - I wonder which one will be yours if you follow through on the rhetoric and become the world's most prolific mass killer  - """"Devil Incarnate"""" should suffice.
"
11887,1,"all you are doing with this sorry excuse for an article, is perpetuating racial tension.  you are doing nothing positive.  you wanna feel guilty for being a white guy, join a gang.  then you can get shot at all ya want.  adn- why do you give people like this attention?  you guys suck.
"
11903,1,"In Fikile I don't think it is ignorance - it is more a matter of pure stupidity.
"
11917,1,"I have no problem with Islam. I have a big problem with radical Islam. I have no problem with liberals. I have a big problem with far left-especially the Antifa crowd. I also have a problem with the far right-especially the white supremicists.
"
11919,1,"I think Trump was itching to drop a bomb on somebody.  Who can resist toys like that.
"
11942,1,"[FM: Deterrence is a valid passive defensive strategy. Defense is an active response to a threat.] At this time I'd ask you for a source of """"definition"""" that requires """"passive"""" or """"active response"""" but I know that would be a waste of time.  I'll point out your idiocy and expect further idiocy to defend this idiocy. Pitfall traps are not a form of defense?  A moat which has been used for thousands of years by multiple nations around the world is not a form defense?  Modern technologies like online PIN numbers to prevent unauthorized access are not a form defense? Everyone else in the world throughout history have recognized """"passive"""" forms of defense not to mention put them into practice but that's not good enough for you.
"
11971,1,"These leftist socialist, communist lunatics have continued to call for violence, shooting the President and all against their communist ideas.   The actors, journalists, singers, and others spewing this and not arrested is nuts. They are reaching a tipping point where these people will get all this back in spades and those who are covering expenses will be in a position of treason and what our founders wrote will come to point of their demise. Arbitrary power is established on the ruins of liberty, abused to total evil. G. Washington Tyranny is defined as that which is legal for government but illegal for citizens. T. Jefferson A nation can not survive treason from within. G. Washington Treason; No punishment to great, for men who build greatness upon countries ruins.  G. Washington Resistance to tyrants is obedience to God. T. Jefferson;  the dems, rinos, leftist, socialist, communists, progressives, all these people are the enemy of the United States.
"
11977,1,"I report my observations about some of your pests.  I 'know' that my personal observations about their language, demeanor, stench, attitude, garbage piles, feces, urine and lack of civilized behavior are totally accurate.  I 'know' that many of them regularly commit and are arrested for petty thefts, drug sales, threatening conduct, stabbing and shooting themselves and others in their vicinity.  I 'know' that four of them are currently in the Lane County jail pending trial for two different murders of others like themselves.  A stabbing and a shooting, respectively.  Three males and one female.  Those deaths have nothing to do with 'economics'.
"
11997,1,"You have a long long dissertation that defends / deflects terrorist and Muslims. You left wing nuts(natzis) enjoy destroying freedom . Guess what... FYI you will be on the losing side.
"
12004,1,"Just go,  John.  You're irrelevant. No one wants to hear your tired anti-American tosh anymore.
"
12036,1,"I don't think our justice system in Alaska is smart enough to be corrupt. Inept and Ineffective, absolutey....
"
12038,1,"Just what Alaska need some dumb jerk like Bloomberg from New York  telling Alaska what to do, that is the whole problem with our State. We have to many cross/eyed jerks running our State. Pass the bill. Then if some clown abuses the law, No trail nothing take them out and put in front of firing squad, would not take long to thin out the bad ones.
"
12046,1,"You have no idea what the pregnant woman has been thru. Your ignorance shows again.  Do yourself a favor and educate yourself on the difference between a refugee (one who is fleeing perhaps even for ones life), Google photos of Syria today,... for starters.  And grow some compassion.
"
12064,1,"Just today I encountered a green jaguar xj6 with no rear license plate and one brake light not working. Another idiot in our midst.
"
12073,1,"Brooks, the Swamp (both Rep and Dem versions) fights back. Getting the Dems to push his legislation, guess bad boy Trump is not as stupid as you think?
"
12074,1,"Hey, go kill babies, lefties do that everyday.
"
12080,1,"Text messages regarding students sent from one school employee to another during a school event they are attending in the context of their employment are public records by definition, and therefore not private thoughts. The notion that disciplining these yahoos invades their privacy is ridiculous.
"
12085,1,"Sickening.  Now Hank can move on up to killing a human being.  That pit should have been euthanized ASAP.  DISGUSTING.
"
12091,1,"Yeah Fat Bastard Conklin come to the rescue...
"
12098,1,"Political reasons, the vote. None of these politicians have the stones to make a stand and stick by it. Trudeau is very wishy, washy, oh my I must agree to look dumb. Not to worry jr. you not only look dumb, you personify dumb, along with the rest of the liberal party.
"
12099,1,"I love Colorado with all my heart, and I can see why folks live here no doubt and probably view this land as God's country ... but I'll never get why folks believe in the flying spaghetti monster to start with.  Sitting on my butt on Sunday's just ain't in the cards, I'm too busy building my American Dream.  I can barely sit through a whole football game these days ... there are things to build, accomplish, check off my list.  Sitting on the patio I built on my own with a cocktail here and there is as close as I get to chillin' out.
"
12119,1,"The DC Republicans are pathetic. For 8 years all we heard was """"We have better solutions for health insurance. Vote us into power and we'll fix everything"""". Now they're on their second try and can't even get an agreement from their own party. Obamacare took 1 year to draft, so I'm not sure why they feel the need to rush a bad bill through in the first 6 months. If they're so confident Obamacare will fail, let it and then come to the table with a """"savior"""" bill that will pass due to public pressure that will be on Congressmen/women.
"
12130,1,"Premise:  """"Trump and his supporters are inherently more ignorant than smart people like me and others who share my opinions.""""  If we were to be skeptical of that premise, I think this would be a great starting point in your own political education.  Neal Milner, is it possible that you're simply wrong about Trump?  Have you ever even considered that possibility?  Has it ever crossed your mind?  That maybe the things that you believe make him obviously worse than Clinton might not actually make him worse than Clinton?  That those things might be less important than Hillary's faults?  Just a thought.  But I digress, your problem is not one of ignorance, but rather, rationality.  Simply put, you're too emotionally invested in politics to think rationally about politics.  The religious are similarly incapable of thinking rationally about religion.  You can't step back for a moment and reflect on your political beliefs, question them, and think critically about them.  They are hardened.
"
12160,1,"""""What do we want dead cops, when do we want them now!"""" This chant are others of a similar nature have been heard and recorded at several BLM marches...five Dallas cops were killed at a BLM march, for BLM to then condemn someone for taking this very action they, at the very least failed to control, is hypocritical. For Obama to invite them to the White House was simply him, once again raising his middle finger to law enforcement, and law abiding Americans.
"
12172,1,"You are funny. We only need to fear Muslim people?  I'd fear the ones with the belts, but why don't you look up some of the major violent episodes that have happened in the last couple of decades. Many were perpetrated by christians. I find that people are people. I've had Christian clergy rip me off. We have heard about the catholic issues with little boys. Christians scare me. So do any fanatical religious people. Christians want to ruin our education by teaching made up crap instead of facts. I could go on and on.
"
12181,1,"I hope she runs. Trump would beat her like a drum!
"
12203,1,"I'm not arguing that gun owners have higher rates of accidental shootings so I'm not particularly interested in making any comparisons. I wrote """"good ratio"""" in a non-sarcastic way!  edit: I did butcher that sentence in the previous post. I could have stopped at """"good ratio"""".  I had started off writing a different phrase then edited then had to go so I didn't proof it. Anyway, I am saying that 1) Idiots exist, and 2) not at a higher rate in hunters than any other group, 3) this guy is still a hunter despite Eugenean wishing he was not.
"
12205,1,"Those smug clowns deserve it.
"
12234,1,"The Huckabees are conservative Christian. The way I see it, Plunkett's column is using their religious values to point out the Huckabees' hypocrisy.
"
12248,1,"State of Hawaii legislators always talk big about supporting Education, Housing and streamlining goverment, but never follow through on their promises; Education in Hawaii is still sub par, low rental housing is a damn joke and so is the state legislature!  The punchline is due to the fact that the Democratic party controls, nay make that dominates Hawaii's political scene, there is no multiparty platform from which to generate inclusive and new idea's into a legislative system with a closed mind!
"
12285,1,"next time, just bare your big butt, hahahahaha
"
12292,1,"Coach Lombardi would think that he had fallen through the looking glass if you told him that an unfit, degenerate liar in orange clown makeup had been installed as pResident by a minority of voters.
"
12307,1,"“MSM (the mainstream media) is at it again with Billy Bush recording … What about telling Americans how Hillary defended a rapist and later laughed at his victim?”  It's strikingly similar to many of Trump's and Trump supporters' arguments, no?  """"MSM, fake news, blah blah blah . . . CLINTONS!""""
"
12319,1,"I love Joe Arpaio, and hate traitor Jeff Flake, but talking 85yo Joe Arpaio into running in the primary against Flake is the BIGGEST GLOBALIST TRICK IN THE BOOK.  Just to split the opposition vote!  Anti-globalist and Trump supporter Dr. Kelli Ward is already giving Flake a huuuuuge run for his money in the Republican senate primary, and Trump has already """"telegraphed"""" his endorsement of her on Twitter.  She damn near beat McCain last year, and were it not for Soros money pouring into Arizona to influence the races, we'd have Joe Arpaio (God bless him) still as Sheriff, and Kelli Ward having cast the deciding vote to repeal Obamacare.    Arizona having 2 senators over 80 years old is the most ridiculous proposal on earth.  Both fodder for the DNC body bag count. Then coward Gov. Doucy (who wouldn't even attend Trump's Phoenix rally last week) gets to name both positions?   NO!!!   Arpaio has a LOT of dirt on Obama.  He needs to work for the DOJ or the FBI!!  That's where he BELONGS!!
"
12321,1,"Just have Tom Brower bring back his hammer and a few of his like minded friends. Maybe he can even get revenge on the people that attacked him.
"
12326,1,"Yeah she was horrible.  Just a grating voice.  And next to a windbag.
"
12348,1,"There was a big loser in that press conference.  The notion that elected officials answer fair questions took it on the chin.
"
12372,1,"Hahahaha, what a joke, Canada my foot! It will always be the US, this Trump crap will fizzle out soon.  Why would the best and the brightest want to live with a bunch of ingrate hewers of wood and drawers of water. Canada is for losers!
"
12374,1,"I would like to work for an oil company or nuclear or chemical company. Please tell me where I can apply to become a shill. Failing that, please provide evidence that people who disagree with lunacy are automatically shills.  Come to think of it, when lunatics are called out then 'oh you must be a shill' lunatic replies should be expected.
"
12390,1,"Usual Sheena Muslim apology for its failings. Why does the G&M print this rubbish that is so anti Canadian values?
"
12445,1,"Thanks for the dose of paranoia.
"
12449,1,"The problem here is the complete break down of law, order, and justice in the country. The top law officer, Jeff Sessions, is obviously a complete liar. The Commander-in-Chief is a seditionist. Why should some bank robber or thug rapist drug dealer on the street be held accountable for any thing if our top officials are not held accountable.!?! We are in the middle of a Constitutional crisis...a crisis of decency, morality, and character...as well as of leadership, justice, and law and order...
"
12450,1,"This one has a real mental problem.
"
12456,1,"You are partly correct. Reagan began his 1980 campaign in Philadelphia, Mississippi. This was where the KKK and some law enforcement officers murdered three people who were registering blacks to vote and buried them in an earthen dam. Bush Senior's campaign did use the Willie Horton ads as anti-black dog-whistles to energize their campaign. But the first Republican to use a """"southern strategy""""  to move Dixiecrats from the Democratic Party to the Republican Party was Richard Nixon in 1968.  That only leads us up to today. Drumpf has refused to reject the support of David Duke, former grand wizard of the KKK. He also has refused to reject the support of American neo-Nazis...in fact, one of his campaign tweets was a retweet of a poster from a neo-Nazi site. If you lie down with dogs...or neo-Nazis or the KKK...then you will wind up with fleas or become known as a bigot and a racist. And I am not even mentioning his attacks on almost all Mexicans as rapists and thieves.
"
12460,1,"Agreed, if the sexually used and abuse of women is and not condemned with the most stringent opposition the bishops have absolutely no right to dictate to them about sex or reproduction. If the Bishops don't stand with absolute horror at the lascivious """"my property"""" for my self-pleasuring of Donald Trump, then their self-righteous crusade - as if  """"vagina"""" belonged to them - is an equivalent abuse.
"
12472,1,"Nobody mocked anybody's death, Beavis. You just want people to mock deaths so you have something to write about. The only creeps in this forum are those who troll looking for dates.
"
12521,1,"Typical Hawaii government ineptitude.
"
12526,1,"He is a model alright! !! A model moron and now his acting attorney general is refusing to enforce his ban because she thinks its not lawful. What a buffoon Trump is and a total embarrassment to educated people everywhere.
"
12535,1,"And there is that left wing attempt to demoniz anyone they don't agree with as racist or sexist.  The left has cried wolf too many times no one believes you anymore.
"
12537,1,"""""By the way, one of the primary functions of government is to regulate business.""""  Is it? To what point? That business ownership becomes only a formality on paper, with backdoor socialism and in reality businesses are run by incompetent government bureaucrats dictating every aspect of it?
"
12552,1,"Has it ever occurred to you that the fact you served in the military doesn't mean you're not a piece of garbage yourself? I'm forced to entertain that possibility.
"
12567,1,"You should be """"shaking your head"""" at all those Trump voters who believed his promises to end our stupid wars, and yet has expanded them, killing thousands more of innocent people in the short time he's had power. Trump is as crazy as Bonner, but is armed with nukes, not a poker.
"
12583,1,"Top contender for the completely ignorant comment award, this one. Your folks know you post this kind of weak, irrational rhetoric?
"
12603,1,"And I'm waiting for you to have the stones to admit the Liberal party just thumbed their noses at ethics by killing a bill that 99% of the public would have supported.  Hypocrite!
"
12608,1,"You should have been swallowed... Kathleen Kearon!!!!! You are an insensitive ignorant person to post anything like that to him..,,, what does it have to do with abortion and your statistics this is a real person with feelings publish that somewhere else ???? And do not use God to speak hateful to anyone because God is only love!!!!!!!!
"
12624,1,"Liberals sucking and blowing, who would have thought?
"
12626,1,"F****** lawyers!
"
12636,1,"Russia IS the distraction, and you are the one who is distracted.  Too ignorant of what a Communist actually is to understand what you have become.
"
12680,1,"more nonsense.
"
12696,1,"If the people who supported Trump don't get what they want, I believe they will turn on him with their guns and create chaos throughout the US. Remember these very people are supporters of the Ku Klux Klan, the NRA, and so many other white supremacists - all those people with swastikas marring their bodies.
"
12721,1,"It's not the road it's the drivers. Let's spend millions so guys with psychiatric problems can continue to drive like idiots.
"
12741,1,"JUST GIVE JAPAN NUKES!!! china will shit in their pants
"
